DIA;Peso Argentino * Billete;Real* Billete;Dólar USA* Billete;Dólar USA* Fondo BCU;Euro*;Oro Londres (en Dolares);
20170102;1,627;8,942;28,795;28,712;30,043;1152,15;
20170103;1,607;8,937;28,599;28,517;29,702;1159,68;
20170104;1,63;8,992;28,685;28,599;29,999;1165,17;
20170105;1,629;9,043;28,668;28,582;30,276;1180,94;
20170109;1,656;9,034;28,728;28,642;30,267;1183,69;
20170110;1,657;9,041;28,75;28,664;30,274;1186,97;
20170111;1,662;9,068;28,835;28,749;30,501;1195,74;
20170112;1,656;9,065;28,737;28,651;30,486;1199,42;
20170113;1,665;9,088;28,808;28,722;30,539;1196,66;
20170116;1,666;9,034;28,819;28,733;30,461;1202,78;
20170117;1,67;9,031;28,718;28,636;30,665;1215,32;
20170118;1,678;9,025;28,7;28,618;30,531;1209,72;
20170119;1,673;9,026;28,611;28,529;30,316;1200,85;
20170120;1,676;9,041;28,659;28,573;30,523;1206,78;
20170123;1,666;8,987;28,49;28,405;30,497;1215,78;
20170124;1,65;8,953;28,382;28,297;30,361;1208,46;
20170125;1,651;8,984;28,479;28,412;30,486;1197,62;
20170126;1,64;8,952;28,379;28,308;30,277;1189,53;
20170127;1,637;8,959;28,399;28,328;30,284;1189,6;
20170130;1,629;8,997;28,342;28,282;30,238;1194,8;
20170131;1,642;8,967;28,245;28,185;30,422;1212,52;
20170201;1,664;8,954;28,296;28,236;30,422;1209,21;
20170202;1,67;9,015;28,397;28,337;30,528;1216,38;
20170203;1,685;9,067;28,47;28,43;30,602;1216,52;
20170206;1,681;9,045;28,402;28,362;30,471;1231,8;
20170207;1,685;9,07;28,479;28,439;30,41;1234,01;
20170208;1,697;9,135;28,684;28,643;30,591;1238,16;
20170209;1,698;9,142;28,615;28,575;30,457;1235,01;
20170210;1,707;9,19;28,672;28,631;30,442;1233,37;
20170213;1,724;9,259;28,61;28,57;30,291;1226,05;
20170214;1,715;9,214;28,47;28,43;30,043;1225,26;
20170215;1,723;9,259;28,426;28,386;30,059;1231,7;
20170216;1,717;9,26;28,335;28,295;30,188;1240,93;
20170217;1,716;9,253;28,314;28,274;29,993;1238,34;
20170220;1,705;9,282;28,309;28,269;29,998;1238,14;
20170221;1,709;9,362;28,368;28,328;29,865;1237,14;
20170222;1,713;9,322;28,431;28,391;29,947;1234,85;
20170223;1,711;9,308;28,482;28,482;30,108;1249,9;
20170224;1,71;9,27;28,552;28,523;30,152;1257,14;
20170301;1,707;9,210;28,505;28,477;30,087;1248,82;
20170302;1,718;9,056;28,344;28,316;29,745;1232,95;
20170303;1,715;9,013;28,299;28,271;29,918;1230,45;
20170306;1,702;9,027;28,253;28,225;29,869;1227,63;
20170307;1,705;9,016;28,311;28,283;29,884;1216,05;
20170308;1,715;9,064;28,461;28,454;30,001;1208,75;
20170309;1,728;9,052;28,515;28,504;30,19;1204,08;
20170310;1,733;9,051;28,419;28,408;30,344;1202,02;
20170313;1,74;9,035;28,369;28,358;30,225;1204,25;
20170314;1,766;8,997;28,43;28,419;30,151;1199,2;
20170315;1,762;9,035;28,371;28,36;30,393;1217,99;
20170316;1,765;8,995;28,245;28,234;30,347;1227,81;
20170317;1,779;9,039;28,292;28,281;30,381;1229,73;
20170320;1,775;9,047;28,226;28,215;30,279;1233,89;
20170321;1,782;9,079;28,328;28,317;30,589;1243,99;
20170322;1,773;9,122;28,371;28,36;30,619;1249,3;
20170323;1,773;9,093;28,551;28,54;30,773;1245,44;
20170324;1,756;9,057;28,44;28,429;30,725;1249,42;
20170327;1,757;9,063;28,459;28,448;30,913;1255,47;
20170328;1,757;9,067;28,47;28,459;30,754;1248,97;
20170329;1,791;9,157;28,663;28,652;30,828;1253,62;
20170330;1,794;9,17;28,701;28,69;30,658;1244,56;
20170331;1,784;9,12;28,544;28,523;30,444;1248,71;
20170403;1,782;9,138;28,511;28,49;30,380;1252,25;
20170404;1,784;9,179;28,546;28,525;30,442;1256,24;
20170405;1,785;9,333;28,56;28,539;30,443;1252,64;
20170406;1,779;9,331;28,46;28,439;30,275;1252,78;
20170407;1,79;9,302;28,463;28,442;30,12;1255,61;
20170410;1,79;9,302;28,464;28,443;30,133;1254,11;
20170411;1,839;9,223;28,5;28,479;30,209;1273,83;
20170412;1,84;9,202;28,525;28,514;30,218;1275,27;
20170418;1,812;9,145;28,442;28,431;30,505;1290,72;
20170419;1,812;9,033;28,455;28,444;30,479;1281,22;
20170420;1,79;8,948;28,456;28,445;30,506;1280,71;
20170421;1,79;8,979;28,463;28,452;30,428;1285,27;
20170424;1,786;8,929;28,394;28,383;30,821;1275,33;
20170425;1,777;8,858;28,257;28,247;30,887;1264,24;
20170426;1,769;8,844;28,123;28,109;30,632;1267,27;
20170427;1,768;8,758;28,114;28,1;30,566;1264,87;
20170428;1,769;8,788;28,123;28,109;30,633;1268,01;
20170502;1,768;8,786;28,114;28,100;30,704;1256,5;
20170503;1,761;8,752;28,007;27,993;30,522;1247,15;
20170504;1,76;8,744;27,981;27,967;30,704;1227,8;
20170505;1,75;8,695;27,823;27,809;30,559;1229,35;
20170508;1,775;8,707;28,038;28,024;30,632;1227,81;
20170509;1,772;8,751;28,091;28,077;30,513;1216,49;
20170510;1,77;8,769;28,06;28,046;30,465;1218,3;
20170511;1,775;8,791;28,042;28,028;30,458;1224,74;
20170512;1,771;8,802;27,989;27,975;30,561;1228;
20170515;1,776;8,795;28,056;28,042;30,786;1231,01;
20170516;1,777;8,828;28,073;28,059;31,133;1237,33;
20170517;1,779;8,839;28,108;28,094;31,318;1257,53;
20170518;1,772;8,516;28,359;28,345;31,453;1248,13;
20170519;1,777;8,642;28,259;28,245;31,66;1255,37;
20170523;1,764;8,629;28,218;28,204;31,545;1252,88;
20170524;1,754;8,609;28,238;28,224;31,612;1255,94;
20170525;1,744;8,559;28,246;28,232;31,638;1255,72;
20170526;1,744;8,561;28,252;28,238;31,56;1269,31;
20170529;1,739;8,561;28,252;28,238;31,546;1268,13;
20170530;1,734;8,537;28,256;28,242;31,593;1262,72;
20170531;1,73;8,522;28,292;28,278;31,789;1271,12;
20170601;1,729;8,566;28,352;28,338;31,78;1267,95;
20170602;1,726;8,580;28,313;28,299;31,909;1277,61;
20170605;1,729;8,565;28,35;28,336;31,896;1279,08;
20170606;1,733;8,586;28,419;28,405;32,008;1290,77;
20170607;1,737;8,635;28,494;28,48;32,056;1284,64;
20170608;1,739;8,616;28,518;28,504;31,986;1279,66;
20170609;1,748;8,608;28,491;28,477;31,887;1270,26;
20170612;1,751;8,544;28,366;28,352;31,773;1266,72;
20170613;1,751;8,519;28,367;28,353;31,78;1266,84;
20170614;1,746;8,546;28,286;28,272;31,725;1267,18;
20170615;1,748;8,527;28,311;28,297;31,568;1254,9;
20170616;1,757;8,523;28,295;28,281;31,659;1254,62;
20170620;1,748;8,455;28,323;28,309;31,504;1243,4;
20170621;1,73;8,393;28,368;28,354;31,659;1246,8;
20170622;1,741;8,396;28,379;28,365;31,62;1249,61;
20170623;1,75;8,339;28,351;28,337;31,735;1256,24;
20170626;1,749;8,383;28,333;28,319;31,662;1242,67;
20170627;1,739;8,388;28,35;28,336;32,147;1250,39;
20170628;1,74;8,393;28,369;28,355;32,264;1249,28;
20170629;1,733;8,407;28,417;28,403;32,476;1245,43;
20170630;1,738;8,431;28,495;28,481;32,518;1241,7;
20170703;1,743;8,459;28,591;28,577;32,459;1221,57;
20170704;1,751;8,497;28,721;28,721;32,6;1223,49;
20170705;1,751;8,548;28,891;28,891;32,767;1223,44;
20170706;1,739;8,644;29,043;29,043;33,177;1224,32;
20170707;1,733;8,613;28,939;28,939;33,004;1209,97;
20170710;1,733;8,663;28,935;28,928;32,987;1214;
20170711;1,717;8,687;28,841;28,834;33,086;1217,25;
20170712;1,7;8,731;28,724;28,717;32,779;1220,1;
20170713;1,703;8,746;28,775;28,768;32,809;1218,28;
20170714;1,665;8,705;28,638;28,631;32,827;1228,68;
20170717;1,646;8,704;28,635;28,628;32,865;1234,81;
20170719;1,626;8,699;28,62;28,613;32,952;1241,87;
20170721;1,619;8,714;28,494;28,487;33,266;1255,15;
20170724;1,596;8,684;28,484;28,477;33,157;1255,09;
20170725;1,592;8,687;28,494;28,487;33,192;1250,58;
20170726;1,571;8,619;28,442;28,435;33,359;1261,34;
20170727;1,567;8,593;28,357;28,35;33,12;1260,48;
20170728;1,556;8,553;28,312;28,305;33,28;1270,16;
20170731;1,552;8,561;28,251;28,244;33,423;1270,04;
20170801;1,564;8,603;28,304;28,297;33,398;1272,08;
20170802;1,568;8,624;28,374;28,367;33,643;1268,04;
20170803;1,568;8,731;28,377;28,37;33,668;1268,92;
20170804;1,571;8,747;28,427;28,42;33,436;1258,44;
20170807;1,572;8,805;28,615;28,608;33,737;1258,38;
20170808;1,572;8,86;28,619;28,612;33,628;1255,72;
20170809;1,58;8,905;28,764;28,735;33,768;1276,66;
20170810;1,585;8,932;28,849;28,82;33,927;1285,13;
20170811;1,579;8,918;28,895;28,866;34,136;1289,79;
20170814;1,598;8,878;28,765;28,736;33,864;1282,52;
20170815;1,585;8,779;28,533;28,504;33,445;1271,7;
20170816;1,589;8,803;28,609;28,58;33,636;1282,39;
20170817;1,588;8,797;28,592;28,563;33,537;1288,19;
20170818;1,593;8,824;28,677;28,648;33,706;1288,13;
20170821;1,601;8,865;28,81;28,781;33,988;1291,52;
20170822;1,595;8,834;28,712;28,683;33,713;1286,21;
20170823;1,615;8,894;28,907;28,878;34,138;1290,21;
20170824;1,61;8,865;28,812;28,783;33,978;1285,56;
20170828;1,605;8,839;28,728;28,699;34,377;1310,31;
20170829;1,607;8,825;28,769;28,74;34,471;1307,12;
20170830;1,611;8,847;28,843;28,814;34,267;1307,85;
20170831;1,612;8,849;28,849;28,82;34,303;1321,04;
20170901;1,62;8,898;28,831;28,802;34,174;1325,09;
20170904;1,619;8,95;28,82;28,791;34,264;1333,96;
20170905;1,626;8,992;28,776;28,747;34,265;1343,73;
20170906;1,628;9,007;28,824;28,795;34,296;1332,66;
20170907;1,639;9,044;28,852;28,823;34,601;1345,48;
20170908;1,645;9,051;28,784;28,755;34,579;1346,89;
20170911;1,647;9,09;28,817;28,788;34,441;1329,88;
20170912;1,649;9,102;28,852;28,823;34,5;1331,34;
20170913;1,658;9,122;29,007;28,978;34,411;1321,89;
20170914;1,658;9,094;29,011;28,982;34,528;1327,35;
20170915;1,662;9,094;28,918;28,889;34,501;1321,9;
20170918;1,66;9,085;28,892;28,863;34,497;1307,25;
20170919;1,661;9,09;28,906;28,877;34,642;1310,17;
20170920;1,655;9,084;28,887;28,858;34,282;1299,42;
20170921;1,657;9,093;28,916;28,887;34,469;1291,5;
20170922;1,654;9,079;28,87;28,841;34,452;1296,87;
20170925;1,642;9,058;28,896;28,867;34,194;1308,41;
20170926;1,617;9,076;28,953;28,924;34,119;1297,54;
20170927;1,628;9,108;29,147;29,118;34,227;1285,39;
20170928;1,631;9,094;29,191;29,162;34,386;1287,56;
20170929;1,619;9,085;28,98;28,951;34,227;1283,04;
20171002;1,627;9,132;29,13;29,101;34,176;1273,87;
20171003;1,631;9,15;29,187;29,158;34,262;1271,93;
20171004;1,631;9,21;29,195;29,166;34,307;1274,71;
20171005;1,641;9,185;29,209;29,18;34,154;1268,49;
20171006;1,649;9,18;29,193;29,164;34,22;1274,46;
20171009;1,661;9,193;29,233;29,204;34,321;1283,55;
20171010;1,667;9,229;29,347;29,318;34,616;1288,52;
20171011;1,666;9,251;29,326;29,297;34,727;1289,89;
20171012;1,671;9,277;29,408;29,379;34,775;1293,82;
20171013;1,671;9,249;29,413;29,384;34,726;1301,79;
20171017;1,673;9,286;29,437;29,408;34,613;1286,15;
20171018;1,668;9,313;29,522;29,493;34,806;1281,54;
20171019;1,663;9,339;29,605;29,575;34,977;1285,68;
20171020;1,657;9,358;29,665;29,635;34,909;1279,56;
20171023;1,675;9,265;29,647;29,617;34,766;1280,14;
20171024;1,668;9,25;29,693;29,663;34,974;1281,18;
20171025;1,648;9,191;29,502;29,473;34,803;1277,71;
20171026;1,643;9,132;29,406;29,377;34,246;1268,34;
20171027;1,643;9,135;29,414;29,385;34,078;1272,51;
20171030;1,633;9,076;29,226;29,197;33,981;1276,17;
20171031;1,625;9,061;29,176;29,147;33,961;1270,84;
20171101;1,624;9,078;29,23;29,201;33,937;1274,95;
20171103;1,618;9,04;29,199;29,17;33,861;1269,19;
20171106;1,622;9,011;29,196;29,167;33,864;1281,83;
20171107;1,618;9,043;29,209;29,18;33,795;1275,22;
20171108;1,617;9,062;29,181;29,152;33,789;1282,3;
20171109;1,618;9,101;29,213;29,184;33,998;1286,65;
20171110;1,625;9,112;29,249;29,22;34,075;1275,42;
20171113;1,625;9,106;29,322;29,293;34,169;1279,13;
20171114;1,629;9,131;29,401;29,372;34,658;1282,87;
20171115;1,635;9,166;29,513;29,484;34,791;1277,71;
20171116;1,629;9,134;29,41;29,381;34,558;1277,52;
20171117;1,637;9,126;29,386;29,357;34,64;1294;
20171120;1,638;9,132;29,406;29,377;34,48;1276,09;
20171121;1,631;9,12;29,366;29,337;34,461;1281,79;
20171122;1,631;9,116;29,353;29,324;34,633;1292,71;
20171123;1,619;9,074;29,217;29,188;34,589;1291,34;
20171124;1,612;9,036;29,095;29,066;34,663;1288,8;
20171127;1,605;8,997;28,971;28,942;34,442;1294,42;
20171128;1,599;9,015;28,938;28,909;34,283;1295,54;
20171129;1,602;9,006;28,998;28,969;34,356;1283,84;
20171130;1,607;8,978;28,998;28,969;34,504;1274,59;
20171201;1,606;9,004;28,992;28,963;34,453;1280,1;
20171204;1,606;9,002;28,987;28,958;34,318;1274,81;
20171205;1,606;9,033;28,995;28,966;34,218;1265,3;
20171206;1,611;9,033;28,995;28,966;34,173;1264,69;
20171207;1,616;9,007;29,094;29,065;34,281;1251,13;
20171208;1,61;8,97;28,974;28,945;34,052;1247,68;
20171211;1,609;8,964;28,954;28,925;34,11;1244,55;
20171212;1,604;8,938;28,959;28,93;33,936;1240,72;
20171213;1,599;8,907;28,858;28,829;33,943;1247,71;
20171214;1,594;8,855;28,779;28,75;33,915;1254,19;
20171215;1,587;8,841;28,733;28,704;33,749;1254,79;
20171218;1,583;8,87;28,74;28,711;33,868;1261,86;
20171219;1,588;8,894;28,817;28,788;34,098;1261,06;
20171220;1,58;8,877;28,761;28,732;34,138;1265,64;
20171221;1,577;8,909;28,865;28,822;34,202;1266,68;
20171222;1,574;8,889;28,8;28,757;34,084;1274,43;
20171226;1,551;8,878;28,853;28,81;34,192;1283,5;
20171227;1,525;8,866;28,814;28,771;34,236;1288,05;
20171228;1,486;8,896;28,822;28,779;34,41;1294,63;
20171229;1,485;8,891;28,807;28,764;34,556;1303,74;
20180102;1,49;8,933;28,763;28,72;34,6;1315,19;
20180103;1,478;8,935;28,681;28,638;34,429;1314,14;
20180104;1,477;9,01;28,653;28,61;34,528;1319,52;
20180105;1,469;9,011;28,655;28,612;34,47;1320,88;
20180108;1,466;9,043;28,667;28,624;34,233;1318,83;
20180109;1,457;9,052;28,694;28,651;34,178;1313,31;
20180110;1,456;9,046;28,677;28,634;34,241;1318,6;
20180111;1,457;9,03;28,626;28,583;34,401;1322,9;
20180112;1,453;9,059;28,627;28,584;34,765;1338,01;
20180115;1,448;9,078;28,595;28,552;35,038;1340,39;
20180116;1,445;9,054;28,61;28,567;35,046;1338,98;
20180117;1,442;8,998;28,614;28,571;35,047;1338,08;
20180118;1,44;8,99;28,588;28,545;34,906;1327,35;
20180119;1,435;8,98;28,557;28,514;34,888;1334,47;
20180122;1,429;8,907;28,503;28,46;34,861;1332,24;
20180123;1,415;8,852;28,503;28,46;34,956;1338,13;
20180124;1,402;8,921;28,459;28,416;35,263;1360,89;
20180125;1,396;8,936;28,418;28,375;35,33;1355,18;
20180126;1,392;8,931;28,4;28,357;35,273;1352,96;
20180129;1,394;8,943;28,439;28,396;35,15;1342,72;
20180130;1,395;8,919;28,451;28,408;35,209;1337,3;
20180131;1,389;8,907;28,414;28,371;35,247;1341,72;
20180201;1,389;8,906;28,410;28,367;35,440;1345,620;
20180202;1,397;8,963;28,502;28,459;35,473;1331,35;
20180205;1,397;8,962;28,499;28,456;35,33;1334,41;
20180206;1,397;8,933;28,497;28,454;35,273;1328,23;
20180207;1,399;8,975;28,54;28,497;34,93;1313,86;
20180208;1,402;9,014;28,664;28,621;35,112;1319,23;
20180209;1,405;9,059;28,808;28,765;35,193;1314,94;
20180214;1,403;9,032;28,903;28,86;35,86;1352,4;
20180215;1,394;8,963;28,504;28,461;35,568;1353,34;
20180216;1,396;8,952;28,469;28,426;35,244;1345,99;
20180219;1,389;8,954;28,473;28,43;35,28;1346,69;
20180220;1,391;8,967;28,514;28,471;35,135;1331,5;
20180221;1,384;8,968;28,519;28,476;35,115;1333,68;
20180222;1,384;8,966;28,511;28,468;35,09;1330,43;
20180223;1,38;8,941;28,434;28,391;34,907;1328,58;
20180226;1,372;8,901;28,396;28,353;34,904;1331,71;
20180227;1,363;8,861;28,355;28,313;34,654;1317,96;
20180228;1,363;8,861;28,356;28,314;34,579;1319,41;
20180301;1,366;8,878;28,410;28,367;34,606;1307,36;
20180302;1,364;8,89;28,448;28,405;35,006;1322,79;
20180305;1,364;8,897;28,382;28,339;34,946;1318,52;
20180306;1,355;8,905;28,319;28,277;35,059;1334,41;
20180307;1,353;8,884;28,339;28,339;35,166;1325,5;
20180308;1,353;8,887;28,349;28,349;34,91;1321,56;
20180309;1,354;8,89;28,358;28,358;34,916;1322,64;
20180312;1,354;8,92;28,365;28,365;34,993;1323,55;
20180313;1,357;8,92;28,365;28,365;35,146;1326,31;
20180314;1,357;8,916;28,352;28,352;35,076;1325,15;
20180315;1,358;8,897;28,382;28,382;34,923;1316,18;
20180316;1,359;8,903;28,401;28,401;34,892;1312,92;
20180319;1,363;8,928;28,482;28,446;35,152;1318,27;
20180320;1,363;8,929;28,485;28,449;34,86;1310,08;
20180321;1,364;8,965;28,509;28,473;35,12;1333,48;
20180322;1,361;8,944;28,441;28,405;34,967;1327,15;
20180323;1,356;8,915;28,349;28,314;35,003;1347,79;
20180326;1,361;8,847;28,311;28,276;35,215;1354,68;
20180327;1,359;8,764;28,394;28,359;35,171;1345,01;
20180328;1,339;8,762;28,389;28,354;34,905;1324,35;
20180402;1,339;8,654;28,386;28,351;34,876;1341,24;
20180403;1,348;8,605;28,311;28,276;34,696;1331,3;
20180404;1,356;8,586;28,334;28,299;34,754;1333,57;
20180405;1,356;8,569;28,277;28,242;34,556;1325,87;
20180406;1,361;8,53;28,318;28,304;34,776;1333,6;
20180409;1,36;8,494;28,285;28,271;34,831;1336,97;
20180410;1,365;8,458;28,249;28,235;34,897;1341,95;
20180411;1,373;8,466;28,277;28,263;34,943;1349,63;
20180412;1,363;8,47;28,29;28,276;34,86;1336,77;
20180413;1,359;8,439;28,27;28,256;34,858;1345,99;
20180416;1,366;8,467;28,28;28,266;34,998;1346,69;
20180417;1,365;8,462;28,264;28,25;34,938;1346,47;
20180418;1,371;8,453;28,234;28,22;34,925;1349,02;
20180419;1,377;8,425;28,224;28,21;34,81;1345,15;
20180420;1,374;8,407;28,165;28,151;34,579;1335,58;
20180424;1,38;8,373;28,3;28,286;34,614;1331,74;
20180425;1,387;8,295;28,369;28,355;34,527;1322,15;
20180426;1,387;8,263;28,426;28,412;34,4;1317,7;
20180427;1,382;8,274;28,464;28,45;34,494;1324,58;
20180430;1,389;8,293;28,61;28,596;34,551;1318,74;
20180502;1,392;8,275;28,962;28,948;34,693;1308,77;
20180503;1,375;8,332;29,161;29,146;34,945;1313,67;
20180504;1,375;8,33;29,156;29,141;34,856;1314,62;
20180507;1,384;8,386;29,351;29,351;35;1313,92;
20180508;1,356;8,463;29,959;29,959;35,53;1315,44;
20180509;1,366;8,579;30,455;30,455;36,12;1312,44;
20180510;1,334;8,5;30,006;30,006;35,79;1321,81;
20180511;1,325;8,513;30,221;30,221;36,096;1320,04;
20180514;1,247;8,536;30,559;30,559;36,504;1314,75;
20180515;1,282;8,651;31,145;31,145;36,915;1291,33;
20180516;1,255;8,468;30,739;30,739;36,277;1291,76;
20180517;1,277;8,558;31,151;31,151;36,755;1291,36;
20180518;1,277;8,535;31,407;31,407;36,976;1293,6;
20180522;1,265;8,56;31,245;31,245;36,8;1291,72;
20180523;1,265;8,56;31,244;31,244;36,557;1294,52;
20180524;1,26;8,539;31,254;31,254;36,65;1305,44;
20180525;1,261;8,523;31,281;31,281;36,5;1302,87;
20180528;1,238;8,454;31,197;31,197;36,274;1298,09;
20180529;1,236;8,418;31,148;31,148;35,914;1301,97;
20180530;1,229;8,35;30,978;30,978;36,102;1302,02;
20180531;1,214;8,34;31,192;31,192;36,456;1300,53;
20180601;1,213;8,312;31,171;31,171;36,349;1293,84;
20180604;1,205;8,269;31,091;31,091;36,372;1292,64;
20180605;1,211;8,231;31,115;31,115;36,44;1297,3;
20180606;1,217;8,17;31,046;31,046;36,535;1295,69;
20180607;1,244;8,143;31,349;31,349;37,019;1297,03;
20180608;1,242;8,191;31,288;31,288;36,82;1298,81;
20180611;1,236;8,253;31,278;31,278;36,856;1299,75;
20180612;1,227;8,325;31,301;31,301;36,772;1295,31;
20180613;1,215;8,34;31,358;31,358;36,97;1299,82;
20180614;1,19;8,317;31,522;31,522;36,542;1302,85;
20180615;1,171;8,361;31,606;31,606;36,701;1279,85;
20180618;1,169;8,306;31,562;31,562;36,662;1279,51;
20180620;1,175;8,346;31,716;31,716;36,751;1269,62;
20180621;1,164;8,27;31,674;31,674;36,81;1268,55;
20180622;1,161;8,169;31,451;31,451;36,68;1269,49;
20180625;1,158;8,132;31,39;31,39;36,74;1267,9;
20180626;1,153;8,071;31,235;31,235;36,389;1258,64;
20180627;1,154;8,068;31,383;31,383;36,273;1253,99;
20180628;1,151;8,09;31,308;31,308;36,189;1247,62;
20180629;1,14;8,131;31,466;31,466;36,713;1252,15;
20180702;1,137;8,144;31,599;31,599;36,69;1241,89;
20180703;1,139;8,084;31,446;31,446;36,643;1252,86;
20180704;1,144;8,085;31,45;31,45;36,69;1254,08;
20180705;1,141;8,066;31,375;31,375;36,649;1255,4;
20180706;1,145;8,117;31,495;31,495;36,993;1255,29;
20180709;1,142;8,095;31,409;31,409;36,904;1259,53;
20180710;1,138;8,089;31,303;31,303;36,764;1255,18;
20180711;1,145;8,107;31,374;31,374;36,623;1243,86;
20180712;1,144;8,101;31,352;31,352;36,58;1246,27;
20180713;1,14;8,102;31,354;31,354;36,615;1241,05;
20180716;1,137;8,082;31,277;31,277;36,636;1240,97;
20180717;1,121;8,053;31,164;31,164;36,34;1228,08;
20180719;1,115;8,067;31,221;31,221;36,351;1222,38;
20180720;1,108;7,997;31,027;31,027;36,381;1230,01;
20180723;1,11;8,008;31,071;31,071;36,314;1223,81;
20180724;1,104;7,987;30,911;30,911;36,11;1224,28;
20180725;1,097;7,96;30,725;30,725;35,947;1232,19;
20180726;1,097;7,98;30,722;30,722;35,776;1223,42;
20180727;1,096;7,951;30,692;30,692;35,785;1223,22;
20180730;1,091;7,911;30,538;30,538;35,762;1222,49;
20180731;1,091;7,915;30,553;30,553;35,736;1225,14;
20180801;1,089;7,88;30,497;30,497;35,573;1218,48;
20180802;1,093;7,917;30,719;30,719;35,593;1209,75;
20180803;1,092;7,94;30,568;30,568;35,39;1214,07;
20180806;1,094;7,938;30,401;30,401;35,13;1208,24;
20180807;1,085;7,885;30,041;30,041;34,83;1210,03;
20180808;1,093;7,959;30,166;30,166;35,05;1213,1;
20180809;1,108;8,075;30,686;30,686;35,421;1211,98;
20180810;1,112;8,131;31,14;31,14;35,497;1211,36;
20180813;1,091;8,122;31,432;31,432;35,795;1194,49;
20180814;1,102;8,089;31,306;31,306;35,499;1194,4;
20180815;1,096;8,156;31,565;31,565;35,831;1177,21;
20180816;1,1;8,129;31,459;31,459;35,761;1175,19;
20180817;1,108;8,099;31,585;31,585;36,138;1181,47;
20180820;1,101;8,131;31,71;31,71;36,365;1190,7;
20180821;1,105;8,04;31,837;31,837;36,851;1192,96;
20180823;1,081;7,996;31,904;31,904;36,801;1185,1;
20180824;1,074;7,958;31,91;31,91;37,092;1205,49;
20180827;1,059;7,885;31,778;31,778;37,11;1209,29;
20180828;1,05;7,885;31,933;31,933;37,344;1201,4;
20180829;1,016;7,863;32,001;32,001;37,444;1205,75;
20180830;0,947;7,871;32,192;32,192;37,544;1200,01;
20180831;0,924;7,907;32,339;32,339;37,528;1199,85;
20180903;0,901;7,954;32,452;32,452;37,701;1200,99;
20180904;0,909;7,978;32,711;32,711;37,873;1192,65;
20180905;0,912;8,004;32,818;32,818;38,143;1196,11;
20180906;0,916;7,972;32,525;32,525;37,809;1199,87;
20180907;0,925;8,017;32,388;32,388;37,447;1196,16;
20180910;0,934;8,095;32,703;32,703;37,924;1196,09;
20180911;0,939;8,074;32,861;32,861;38,073;1196,46;
20180912;0,938;8,127;32,832;32,832;38,18;1207,63;
20180913;0,943;8,146;32,991;32,991;38,555;1201,15;
20180914;0,947;8,206;33,154;33,154;38,566;1195,2;
20180917;0,908;8,205;33,15;33,15;38,733;1201,02;
20180918;0,895;8,199;33,123;33,123;38,636;1197,82;
20180919;0,895;8,173;33,102;33,102;38,647;1203,8;
20180920;0,913;8,16;32,883;32,883;38,721;1206,67;
20180921;0,911;8,156;32,786;32,786;38,509;1197,19;
20180924;0,906;8,075;32,625;32,625;38,361;1199,15;
20180925;0,917;8,174;33,023;33,023;38,863;1200,7;
20180926;0,915;8,174;32,943;32,943;38,746;1198,56;
20180927;0,905;8,22;33,044;33,044;38,534;1184,8;
20180928;0,898;8,283;33,214;33,214;38,563;1192,09;
20181001;0,898;8,282;33,212;33,212;38,455;1189,6;
20181002;0,889;8,261;32,877;32,877;37,948;1202,33;
20181003;0,911;8,408;32,793;32,793;37,76;1198,54;
20181004;0,919;8,482;33,08;33,08;38,08;1198,87;
20181005;0,893;8,696;33,043;33,043;38,08;1203,77;
20181008;0,913;8,84;32,884;32,884;37,779;1187,1;
20181009;0,911;8,859;32,779;32,779;37,668;1189,72;
20181010;0,915;9,001;32,942;32,942;37,964;1192,19;
20181011;0,929;8,935;32,971;32,971;38,215;1223,81;
20181012;0,928;8,884;32,96;32,96;38,112;1219,01;
20181016;0,938;8,853;32,844;32,844;38,03;1226,24;
20181017;0,936;8,857;32,771;32,771;37,705;1223,46;
20181018;0,937;8,859;32,78;32,78;37,574;1226,65;
20181019;0,939;8,886;32,877;32,877;37,84;1226,37;
20181022;0,936;8,878;32,76;32,76;37,564;1221,84;
20181023;0,939;8,854;32,849;32,849;37,678;1230,89;
20181024;0,939;8,863;32,881;32,881;37,453;1231,11;
20181025;0,939;8,883;32,868;32,868;37,35;1229,16;
20181026;0,939;8,958;32,877;32,877;37,514;1235,1;
20181029;0,937;9,014;32,811;32,811;37,385;1228,53;
20181030;0,937;8,963;32,805;32,805;37,209;1223,36;
20181031;0,946;8,945;32,827;32,827;37,159;1214,08;
20181101;0,951;8,964;32,808;32,808;37,431;1234,3;
20181105;0,956;8,902;32,758;32,758;37,408;1230,49;
20181106;0,963;8,853;32,756;32,756;37,384;1226,26;
20181107;0,963;8,87;32,731;32,731;37,484;1227,37;
20181108;0,96;8,846;32,642;32,642;37,223;1224,72;
20181109;0,964;8,844;32,546;32,546;36,888;1208,48;
20181112;0,966;8,807;32,587;32,587;36,633;1202,61;
20181113;0,946;8,774;32,638;32,638;36,732;1201,34;
20181114;0,963;8,847;32,733;32,733;37,016;1214,8;
20181115;0,96;8,82;32,635;32,635;36,941;1211,79;
20181116;0,955;8,749;32,458;32,458;37,027;1221,42;
20181119;0,955;8,756;32,484;32,484;37,199;1223,89;
20181120;0,956;8,76;32,5;32,5;36,936;1221,26;
