DIA;Peso Argentino * Billete;Real* Billete;Dólar USA* Billete;Dólar USA* Fondo BCU;Euro*;Oro Londres (en Dolares);
20220103;0,212;8,339;44,614;44,614;50,392;1802,76;
20220104;0,224;8,36;44,725;44,725;50,448;1814,95;
20220105;0,224;8,361;44,731;44,731;50,725;1824,5;
20220107;0,223;8,321;44,515;44,515;50,562;1795,5;
20220110;0,223;8,397;44,671;44,671;50,579;1800,2;
20220111;0,223;8,421;44,63;44,63;50,729;1819,93;
20220112;0,223;8,424;44,647;44,647;51,072;1826,18;
20220113;0,223;8,407;44,555;44,555;51,053;1820,42;
20220114;0,223;8,413;44,591;44,591;50,881;1817,15;
20220117;0,223;8,408;44,563;44,563;50,838;1818,46;
20220118;0,217;8,41;44,574;44,574;50,516;1814,94;
20220119;0,218;8,422;44,639;44,639;50,65;1841,44;
20220120;0,218;8,417;44,609;44,609;50,491;1841,76;
20220121;0,212;8,403;44,534;44,534;50,522;1832,57;
20220124;0,212;8,403;44,538;44,538;50,459;1841,7;
20220125;0,212;8,392;44,475;44,475;50,246;1851,05;
20220126;0,206;8,357;44,293;44,293;49,985;1829,85;
20220127;0,205;8,316;44,074;44,074;49,123;1794,57;
20220128;0,205;8,333;44,165;44,165;49,259;1786,65;
20220131;0,21;8,331;44,154;44,154;49,598;1798,05;
20220201;0,214;8,316;43,907;43,907;49,393;1801,07;
20220202;0,214;8,353;43,854;43,854;49,595;1809,09;
20220203;0,214;8,338;43,773;43,773;50,096;1805,96;
20220204;0,213;8,331;43,738;43,738;50,113;1808,37;
20220207;0,213;8,313;43,641;43,641;49,864;1820,99;
20220208;0,212;8,277;43,454;43,454;49,638;1828,51;
20220209;0,211;8,314;43,234;43,234;49,427;1834,56;
20220210;0,211;8,467;43,182;43,182;49,448;1832,39;
20220211;0,21;8,441;43,047;43,047;48,878;1858,96;
20220214;0,21;8,449;43,091;43,091;48,738;1866,45;
20220215;0,215;8,53;43,074;43,074;48,911;1854,14;
20220216;0,21;8,603;43,016;43,016;48,942;1866,27;
20220217;0,21;8,611;43,057;43,057;48,93;1897,64;
20220218;0,215;8,657;43,023;43,023;48,747;1896,28;
20220221;0,214;8,658;42,859;42,859;48,469;1903,99;
20220222;0,213;8,613;42,634;42,634;48,292;1903,38;
20220223;0,211;8,539;42,268;42,268;47,803;1908,65;
20220224;0,215;8,692;43,025;43,025;48,147;1919,51;
20220225;0,216;8,593;42,533;42,533;47,877;1887,33;
20220302;0,217;8,543;42,715;42,715;47,523;1923,53;
20220303;0,218;8,515;42,574;42,574;47,106;1934,18;
20220304;0,219;8,584;42,661;42,661;46,639;1965,43;
20220307;0,219;8,644;42,786;42,786;46,558;1992,71;
20220308;0,219;8,636;42,75;42,75;46,664;2045,01;
20220309;0,23;8,682;42,543;42,543;47,076;1983,4;
20220310;0,227;8,695;42,604;42,604;46,815;1997,51;
20220311;0,227;8,695;42,604;42,604;46,479;1983,45;
20220314;0,231;8,623;42,684;42,684;46,767;1951,97;
20220315;0,231;8,611;42,799;42,799;46,811;1921,62;
20220316;0,231;8,617;42,652;42,652;46,924;1916,39;
20220317;0,236;8,587;42,507;42,507;47,191;1940,76;
20220318;0,237;8,609;42,617;42,617;47,102;1922,11;
20220321;0,234;8,643;42,523;42,523;46,848;1936,51;
20220322;0,235;8,637;42,322;42,322;46,647;1923,98;
20220323;0,234;8,671;42,052;42,052;46,297;1938,59;
20220324;0,232;8,67;41,789;41,789;45,966;1961,59;
20220325;0,23;8,641;41,478;41,478;45,57;1953,47;
20220328;0,23;8,654;41,365;41,365;45,45;1927,34;
20220329;0,229;8,593;41,244;41,244;45,733;1916,68;
20220330;0,228;8,535;40,969;40,969;45,724;1932,59;
20220331;0,228;8,566;41,115;41,115;45,533;1942,27;
20220401;0,228;8,657;41,119;41,119;45,406;1923,31;
20220404;0,23;8,805;41,383;41,383;45,403;1931,85;
20220405;0,234;9,006;41,428;41,428;45,177;1924,16;
20220406;0,239;9,174;41,74;41,74;45,503;1924,34;
20220407;0,247;9,346;42,059;42,059;45,762;1933,71;
20220408;0,245;9,252;41,633;41,633;45,303;1942,94;
20220411;0,244;9,212;41,453;41,453;45,149;1949,95;
20220412;0,243;9,179;41,304;41,304;44,73;1965,02;
20220413;0,243;9,065;41,247;41,247;44,899;1976,66;
20220419;0,235;8,845;41,128;41,128;44,379;1953,18;
20220420;0,233;8,717;40,796;40,796;44,233;1951,68;
20220421;0,225;8,574;40,126;40,126;43,495;1951,87;
20220422;0,222;8,521;40,049;40,049;43,195;1932,92;
20220425;0,22;8,569;40,701;40,701;43,589;1898,85;
20220426;0,221;8,559;40,91;40,91;43,547;1898,74;
20220427;0,224;8,634;41,444;41,444;43,767;1886,53;
20220428;0,223;8,611;41,335;41,335;43,42;1892,64;
20220429;0,215;8,418;40,827;40,827;43,156;1910,59;
20220502;0,218;8,352;40,926;40,926;42,952;1861,46;
20220503;0,216;8,388;41,1;41,1;43,26;1869,63;
20220504;0,217;8,421;41,261;41,261;43,728;1884,33;
20220505;0,222;8,467;41,49;41,49;43,65;1878;
20220506;0,221;8,471;41,595;41,595;43,86;1882,87;
20220509;0,222;8,357;41,786;41,786;44,159;1855,62;
20220510;0,219;8,297;41,653;41,653;43,871;1841,2;
20220511;0,219;8,276;41,548;41,548;43,715;1852,52;
20220512;0,22;8,301;41,753;41,753;43,317;1822,84;
20220513;0,218;8,272;41,442;41,442;43,123;1808,68;
20220517;0,214;8,12;40,6;40,6;42,815;1816,73;
20220518;0,213;8,178;40,481;40,481;42,402;1820,43;
20220519;0,212;8,148;40,331;40,331;42,757;1840,5;
20220520;0,221;8,153;40,194;40,194;42,403;1842,97;
20220523;0,211;8,163;40,001;40,001;42,771;1856,79;
20220524;0,21;8,195;39,912;39,912;42,814;1864,62;
20220525;0,211;8,173;40,046;40,046;42,805;1854,64;
20220526;0,21;8,14;39,884;39,884;42,758;1851,84;
20220527;0,21;8,124;39,81;39,81;42,726;1853,24;
20220530;0,212;8,239;40,205;40,205;43,351;1859,01;
20220531;0,21;8,16;39,902;39,902;42,839;1840,29;
20220601;0,211;8,17;40,033;40,033;42,649;1848,67;
20220602;0,211;8,165;40,009;40,009;42,972;1869,6;
20220603;0,21;8,138;39,876;39,876;42,743;1850,28;
20220606;0,209;8,1;39,689;39,689;42,426;1841,78;
20220607;0,209;8,009;39,647;39,647;42,456;1854,69;
20220608;0,202;7,976;39,48;39,48;42,305;1853,36;
20220609;0,202;7,955;39,376;39,376;41,839;1849,95;
20220610;0,203;7,995;39,575;39,575;41,643;1873,52;
20220613;0,205;8,019;40,097;40,097;41,787;1824,71;
20220614;0,2;7,929;40,041;40,041;41,681;1807,39;
20220615;0,2;7,937;40,084;40,084;41,804;1834,24;
20220616;0,2;7,93;40,044;40,044;42,349;1848,65;
20220617;0,196;7,864;40,105;40,105;42,084;1835,59;
20220620;0,195;7,846;40,015;40,015;42,022;1838,88;
20220621;0,194;7,807;39,814;39,814;41,93;1831,08;
20220622;0,194;7,766;39,84;39,84;42,097;1837,87;
20220623;0,194;7,728;39,722;39,722;41,782;1825,56;
20220624;0,194;7,638;39,716;39,716;41,894;1828,61;
20220627;0,193;7,592;39,478;39,478;41,784;1823,97;
20220628;0,186;7,514;39,074;39,074;41,12;1820,38;
20220629;0,184;7,619;39,468;39,468;41,207;1817,74;
20220630;0,181;7,696;39,863;39,863;41,778;1806,72;
20220701;0,178;7,684;39,955;39,955;41,651;1808,48;
20220704;0,174;7,683;39,95;39,95;41,646;1808,15;
20220705;0,177;7,727;40,178;40,178;41,225;1765,74;
20220706;0,179;7,692;40,228;40,228;40,95;1739,22;
20220707;0,179;7,699;40,265;40,265;40,903;1739,97;
20220708;0,179;7,705;40,298;40,298;40,997;1742,05;
20220711;0,18;7,797;40,546;40,546;40,812;1735,22;
20220712;0,182;7,856;41,006;41,006;41,193;1728,61;
20220713;0,179;7,869;41,074;41,074;41,335;1735,17;
20220714;0,163;7,945;41,951;41,951;42,075;1710,92;
20220715;0,156;8,022;42,116;42,116;42,455;1704,14;
20220719;0,156;7,923;41,993;41,993;42,957;1710,48;
20220720;0,152;7,895;41,844;41,844;42,608;1701,41;
20220721;0,139;7,887;41,801;41,801;42,618;1714,74;
20220722;0,139;7,887;41,801;41,801;42,616;1721,99;
20220725;0,139;7,79;41,676;41,676;42,601;1717;
20220726;0,139;7,789;41,669;41,669;42,175;1717,21;
20220727;0,138;7,833;41,514;41,514;42,355;1735,44;
20220728;0,134;7,752;41,008;41,008;41,74;1753,66;
20220729;0,141;7,753;40,934;40,934;41,835;1764,07;
20220801;0,151;7,79;40,663;40,663;41,69;1769,25;
20220802;0,155;7,872;41,013;41,013;41,721;1766,84;
20220803;0,152;7,747;40,906;40,906;41,546;1762,5;
20220804;0,153;7,714;40,654;40,654;41,664;1794,31;
20220805;0,15;7,692;40,612;40,612;41,325;1772,2;
20220808;0,149;7,653;40,178;40,178;40,933;1787,73;
20220809;0,148;7,695;40,013;40,013;40,831;1794,52;
20220810;0,148;7,784;40,087;40,087;41,306;1789,75;
20220811;0,149;7,819;40,19;40,19;41,482;1788,24;
20220812;0,146;7,746;40,126;40,126;41,183;1800,81;
20220815;0,146;7,8;40,09;40,09;40,725;1779,38;
20220816;0,149;7,809;40,139;40,139;40,815;1776,36;
20220817;0,147;7,855;40,373;40,373;41,122;1767,23;
20220818;0,147;7,881;40,51;40,51;40,887;1759,76;
20220819;0,147;7,877;40,489;40,489;40,621;1746,49;
20220822;0,153;7,835;40,431;40,431;40,17;1737,73;
20220823;0,155;7,854;40,369;40,369;40,214;1746,32;
20220824;0,155;7,922;40,401;40,401;40,246;1749,83;
20220826;0,155;7,926;40,421;40,421;40,282;1737,39;
20220829;0,154;8,025;40,688;40,688;40,653;1737,08;
20220830;0,154;8,042;40,775;40,775;40,883;1724,94;
20220831;0,158;8,063;40,96;40,96;41,146;1712,2;
20220901;0,157;7,999;40,794;40,794;40,576;1695,05;
20220902;0,157;8,016;40,883;40,883;40,734;1712,99;
20220905;0,16;8,063;40,717;40,717;40,426;1710,13;
20220906;0,17;8,044;40,781;40,781;40,408;1700,68;
20220907;0,171;8,025;40,926;40,926;40,852;1714,81;
20220908;0,17;7,996;40,782;40,782;40,756;1707,38;
20220909;0,166;8,06;40,703;40,703;40,88;1715,42;
20220912;0,169;8,197;40,659;40,659;41,137;1726,6;
20220913;0,163;8,202;40,765;40,765;40,675;1703,03;
20220914;0,163;8,216;40,67;40,67;40,587;1695,22;
20220915;0,163;8,237;40,774;40,774;40,752;1663,41;
20220916;0,164;8,196;40,982;40,982;41,009;1675,44;
20220919;0,164;8,197;40,983;40,983;41,042;1671,62;
20220920;0,164;8,188;40,941;40,941;40,82;1664,74;
20220921;0,163;8,135;40,838;40,838;40,387;1683,64;
20220922;0,163;8,109;40,626;40,626;39,937;1670,07;
20220923;0,163;8,157;40,865;40,865;39,523;1640,61;
20220926;0,161;8,074;41,176;41,176;39,589;1626,63;
20220927;0,159;8,088;41,251;41,251;39,578;1629,92;
20220928;0,159;8,105;41,333;41,333;40,256;1661,67;
20220929;0,157;8,076;41,59;41,59;40,723;1659,09;
20220930;0,155;8,104;41,736;41,736;40,937;1662,73;
20221003;0,153;8,161;41,212;41,212;40,431;1697,62;
20221004;0,152;8,191;40,957;40,957;40,943;1726,03;
20221005;0,152;8,196;40,981;40,981;40,53;1716,93;
20221006;0,152;8,269;40,934;40,934;40,093;1713,32;
20221007;0,152;8,294;41,057;41,057;39,979;1697,11;
20221011;0,152;8,3;41,086;41,086;39,86;1666,57;
20221012;0,152;8,226;41,131;41,131;39,879;1672,87;
20221013;0,153;8,333;41,248;41,248;40,351;1666,19;
20221014;0,151;8,323;41,2;41,2;40,061;1642,29;
20221017;0,151;8,324;41,205;41,205;40,575;1650,55;
20221018;0,151;8,341;41,288;41,288;40,66;1649,61;
20221019;0,147;8,248;41,24;41,24;40,281;1628,37;
20221020;0,147;8,241;41,204;41,204;40,318;1628,86;
20221021;0,147;8,243;41,214;41,214;40,581;1653,27;
20221024;0,149;8,241;41,203;41,203;40,711;1651,74;
20221025;0,15;8,152;41,169;41,169;41,002;1653,98;
20221026;0,149;8,114;40,976;40,976;41,296;1664,99;
20221027;0,148;8,072;40,765;40,765;40,616;1658,73;
20221028;0,148;7,955;40,569;40,569;40,389;1643,4;
20221031;0,148;8,041;40,608;40,608;40,131;1634,23;
20221101;0,147;8,106;40,532;40,532;40,044;1649,23;
20221103;0,147;8,156;40,289;40,289;39,3;1631,17;
20221104;0,145;8,137;39,872;39,872;39,667;nan;
20221107;0,145;8,143;39,9;39,9;40,03;1676,96;
20221108;0,146;8,166;40,014;40,014;40,298;1713,57;
20221109;0,146;8,185;40,108;40,108;40,154;1705,38;
20221110;0,146;8,092;40,056;40,056;40,695;1750,63;
20221111;0,145;8,076;39,978;39,978;41,403;1765,18;
20221114;0,145;8,05;39,849;39,849;41,258;1773,39;
20221115;0,144;7,942;39,711;39,711;40,849;1775,48;
20221116;0,142;7,923;39,773;39,773;41,233;1772,57;
20221117;0,143;8,023;40,117;40,117;41,577;1760,62;
20221118;0,14;7,96;39,801;39,801;41,12;1749,35;
20221121;0,139;7,829;39,534;39,534;40,481;1738,01;
20221122;0,138;7,856;39,282;39,282;40,482;1738,8;
20221123;0,137;7,832;39,161;39,161;40,704;1748,79;
20221124;0,135;7,834;39,17;39,17;40,762;1754,42;
20221125;0,133;7,774;39,257;39,257;40,831;1754,93;
20221128;0,134;7,749;39,52;39,52;40,949;1741,29;
20221129;0,133;7,721;39,379;39,379;40,72;1751,68;
20221130;0,131;7,739;39,392;39,392;40,911;1762,06;
20221201;0,13;7,676;39,072;39,072;41,063;1801,47;
20221202;0,131;7,84;39,199;39,199;41,235;1795,55;
20221205;0,131;7,783;39,305;39,305;41,257;1767,02;
20221206;0,131;7,763;39,205;39,205;41,034;1768,42;
20221207;0,13;7,737;39,07;39,07;41,072;1787,35;
20221208;0,13;7,737;39,029;39,029;41,209;1789,73;
20221209;0,13;7,775;38,873;38,873;41,001;1797,64;
20221212;0,129;7,762;38,81;38,81;40,818;1779,75;
20221213;0,129;7,737;38,683;38,683;41,083;1811,37;
20221214;0,129;7,725;38,627;38,627;41,246;1808,78;
20221215;0,129;7,758;38,788;38,788;41,203;1778,3;
20221216;0,129;7,77;38,848;38,848;41,235;1791,47;
20221219;0,127;7,765;38,826;38,826;41,212;1789,04;
20221220;0,126;7,682;38,412;38,412;40,719;1815,72;
20221221;0,126;7,684;38,341;38,341;40,684;1817,48;
20221222;0,127;7,764;38,589;38,589;40,829;1787,08;
20221223;0,122;8,062;39,1;39,1;41,483;1796,06;
20221226;0,123;8,233;39,517;39,517;42,011;1798,2;
20221227;0,121;8,341;40,038;40,038;42,625;1816,51;
20221228;0,121;8,322;39,946;39,946;42,425;1803,24;
20221229;0,12;8,255;39,625;39,625;42,3;1817,16;
20221230;0,12;8,348;40,071;40,071;42,878;1819,2;
20230102;0,119;8,291;39,795;39,795;42,388;1824,02;
20230103;0,119;8,192;39,732;39,732;41,943;1839,14;
20230104;0,119;8,202;39,862;39,862;42,224;1850,01;
20230105;0,117;8,186;39,864;39,864;41,995;1836,08;
20230109;0,117;8,194;39,823;39,823;42,788;1872,18;
20230110;0,115;8,204;39,79;39,79;42,736;1875,41;
20230111;0,115;8,204;39,79;39,79;42,792;1877,7;
20230112;0,115;8,346;39,643;39,643;43,038;1899,24;
20230113;0,112;8,357;39,695;39,695;42,992;1919,02;
20230116;0,112;8,408;39,686;39,686;42,909;1914,6;
20230117;0,11;8,422;39,584;39,584;42,729;1905,63;
20230118;0,106;8,261;39,241;39,241;42,363;1905,02;
20230119;0,106;8,156;39,151;39,151;42,391;1924,86;
20230120;0,107;8,135;39,048;39,048;42,363;1928,66;
20230123;0,107;8,075;39,163;39,163;42,557;1927,82;
20230124;0,104;8,07;39,138;39,138;42,568;1934,53;
20230125;0,104;8,059;39,085;39,085;42,64;1941,24;
20230126;0,104;8,033;38,958;38,958;42,408;1930,26;
20230127;0,103;7,964;38,625;38,625;41,968;1930,32;
20230130;0,102;7,941;38,751;38,751;42,062;1922,94;
20230131;0,103;7,975;38,681;38,681;42,052;1929,28;
20230201;0,103;7,913;38,696;38,696;42,256;1926,81;
20230202;0,103;7,888;38,572;38,572;42,119;1917,73;
20230203;0,104;7,983;39,119;39,119;42,297;1865,01;
20230206;0,108;8,012;39,258;39,258;42,126;1870,82;
20230207;0,107;7,975;39,076;39,076;41,903;1872,48;
20230208;0,107;7,978;39,092;39,092;41,952;1877,37;
20230209;0,107;8,063;39,105;39,105;42,001;1866,56;
20230210;0,107;8,071;39,144;39,144;41,775;1862,39;
20230213;0,105;8,045;39,02;39,02;41,863;1855,19;
20230214;0,106;8,059;39,084;39,084;41,939;1853,52;
20230215;0,106;8,029;39,344;39,344;42;1835,58;
20230216;0,107;7,994;39,57;39,57;42,306;1844,37;
20230217;0,106;7,94;39,302;39,302;42,014;1842,81;
20230222;0,108;7,773;38,866;38,866;41,284;1830,9;
20230223;0,107;7,711;38,553;38,553;40,83;1823,32;
20230224;0,108;7,753;38,764;38,764;40,89;1810,43;
20230227;0,108;7,73;39,037;39,037;41,414;1819,65;
20230228;0,108;7,702;38,893;38,893;41,201;1829,35;
20230301;0,11;7,702;38,897;38,897;41,423;1838,15;
20230302;0,11;7,75;39,137;39,137;41,46;1836,26;
20230303;0,111;7,808;39,428;39,428;41,894;1849,73;
20230306;0,11;7,766;39,218;39,218;41,857;1847,02;
20230307;0,111;7,785;39,314;39,314;41,508;1814,79;
20230308;0,112;7,757;39,171;39,171;41,298;1814,69;
20230309;0,114;7,835;39,177;39,177;41,485;1834,68;
20230310;0,114;7,852;39,261;39,261;41,789;1863,52;
20230313;0,116;7,789;39,333;39,333;42,216;1911,12;
20230314;0,115;7,818;39,248;39,248;42,152;1906,09;
20230315;0,115;7,83;39,541;39,541;41,858;1915,94;
20230316;0,113;7,857;39,679;39,679;42,111;1918,9;
20230317;0,111;7,821;39,496;39,496;42,186;1984,12;
20230320;0,111;7,77;39,24;39,24;42,081;1984,07;
20230321;0,11;7,712;38,945;38,945;41,924;1936,18;
20230322;0,108;7,719;38,979;38,979;42,409;1968,37;
20230323;0,108;7,748;38,741;38,741;42,03;1988,16;
20230324;0,108;7,782;38,935;38,935;41,894;1977,14;
20230327;0,108;7,679;38,78;38,78;41,867;1956,1;
20230328;0,108;7,666;38,715;38,715;41,975;1973,2;
20230329;0,106;7,773;38,867;38,867;42,144;1966,54;
20230330;0,108;7,767;38,835;38,835;42,346;1981,04;
20230331;0,109;7,776;38,648;38,648;41,952;1970,43;
20230403;0,11;7,713;38,567;38,567;42,023;1982,43;
20230404;0,112;7,705;38,756;38,756;42,449;2021,75;
20230405;0,112;7,693;38,698;38,698;42,216;2022,89;
20230410;0,109;7,748;38,741;38,741;42,069;1990,59;
20230411;0,109;7,801;38,615;38,615;42,121;2004,54;
20230412;0,109;7,887;38,646;38,646;42,491;2016,19;
20230413;0,108;7,957;38,749;38,749;42,802;2037,76;
20230414;0,105;7,9;38,949;38,949;42,836;2005,46;
20230418;0,102;7,944;38,926;38,926;42,714;2004,8;
20230419;0,103;7,953;38,968;38,968;42,682;1996,52;
20230420;0,1;7,882;39,017;39,017;42,778;2005,56;
20230421;0,1;7,87;38,955;38,955;42,757;1978,78;
20230424;0,097;7,858;38,896;38,896;42,961;1988,98;
20230425;0,092;7,743;38,715;38,715;42,478;1995,92;
20230426;0,094;7,741;38,705;38,705;42,723;1990,67;
20230427;0,09;7,801;38,616;38,616;42,574;1988,81;
20230428;0,088;7,835;38,783;38,783;42,727;1988,69;
20230502;0,089;7,882;39,015;39,015;42,92;2014,76;
20230503;0,086;7,894;39,074;39,074;43,208;2022,58;
20230504;0,087;7,79;38,952;38,952;42,906;2049,05;
20230505;0,087;7,766;38,83;38,83;42,806;2016,54;
20230508;0,087;7,769;38,692;38,692;42,584;2021,26;
20230509;0,087;7,851;38,86;38,86;42,618;2035,17;
20230510;0,087;7,864;38,928;38,928;42,727;2032,11;
20230511;0,087;7,791;38,953;38,953;42,529;2013,88;
20230512;0,087;7,872;38,968;38,968;42,292;2014,32;
20230515;0,087;7,868;38,949;38,949;42,353;2014,41;
20230516;0,086;7,868;38,945;38,945;42,325;1990,47;
20230517;0,086;7,859;38,904;38,904;42,164;1984,2;
20230518;0,086;7,861;38,914;38,914;41,903;1956,1;
20230519;0,085;7,85;38,856;38,856;41,996;1976,72;
20230523;0,086;7,803;38,625;38,625;41,618;1975,99;
20230524;0,086;7,813;38,673;38,673;41,581;1959,44;
20230525;0,087;7,845;38,834;38,834;41,638;1942,1;
20230526;0,088;7,838;38,799;38,799;41,631;1945,96;
20230529;0,088;7,821;38,791;38,791;41,545;1939,77;
20230530;0,088;7,795;38,739;38,739;41,524;1958;
20230531;0,088;7,803;38,779;38,779;41,385;1964,12;
20230601;0,086;7,76;38,799;38,799;41,752;1976,46;
20230602;0,084;7,795;38,743;38,743;41,502;1950,73;
20230605;0,083;7,835;38,782;38,782;41,547;1960,89;
20230606;0,084;7,877;38,992;38,992;41,698;1963,17;
20230607;0,085;7,901;38,954;38,954;41,693;1942,56;
20230608;0,085;7,859;38,903;38,903;41,934;1965,19;
20230609;0,084;7,819;38,705;38,705;41,604;1961,28;
20230612;0,085;7,811;38,662;38,662;41,585;1956,94;
20230613;0,085;7,763;38,427;38,427;41,463;1940,51;
20230614;0,087;7,739;38,231;38,231;41,423;1949,99;
20230615;0,087;7,79;38,173;38,173;41,799;1957,53;
20230616;0,087;7,759;38,02;38,02;41,605;1958,18;
20230620;0,086;7,663;37,931;37,931;41,409;1938,11;
20230621;0,086;7,706;37,912;37,912;41,643;1935,9;
20230622;0,086;7,739;37,765;37,765;41,387;1915,15;
20230623;0,085;7,708;37,54;37,54;40,885;1920,23;
20230626;0,085;7,752;37,596;37,596;41,036;1923,22;
20230627;0,085;7,751;37,513;37,513;41,111;1914,7;
20230628;0,086;7,789;37,62;37,62;41,089;1912,19;
20230629;0,084;7,784;37,521;37,521;40,774;1906,86;
20230630;0,085;7,713;37,408;37,408;40,816;1918,8;
20230703;0,085;7,771;37,455;37,455;40,867;1921,18;
20230704;0,084;7,779;37,493;37,493;40,819;1925,3;
20230705;0,085;7,862;37,894;37,894;41,126;1915,87;
20230706;0,086;7,936;38,33;38,33;41,707;1910,56;
20230707;0,085;7,941;38,116;38,116;41,802;1926,19;
20230710;0,085;7,956;38,031;38,031;41,83;1925,82;
20230711;0,085;7,976;38,124;38,124;41,933;1931,62;
20230712;0,085;8,016;38,157;38,157;42,496;1957,68;
20230713;0,085;8,041;38,194;38,194;42,854;1959,83;
20230714;0,085;8,039;38,026;38,026;42,715;1959,1;
20230717;0,086;8,045;38,055;38,055;42,781;1955,6;
20230719;0,083;7,984;38,002;38,002;42,57;1977,85;
20230720;0,08;7,914;37,909;37,909;42,178;1969,13;
20230721;0,078;7,909;37,963;37,963;42,226;1962,8;
20230724;0,076;7,888;37,86;37,86;41,915;1954,7;
20230725;0,075;7,81;37,643;37,643;41,577;1963,57;
20230726;0,075;7,849;37,676;37,676;41,835;1976,59;
20230727;0,075;7,863;37,741;37,741;41,413;1945,45;
20230728;0,074;7,847;37,664;37,664;41,517;1958,87;
20230731;0,073;7,83;37,429;37,429;41,168;1966,8;
20230801;0,074;7,812;37,496;37,496;41,148;1943,99;
20230802;0,074;7,888;37,861;37,861;41,431;1936,41;
20230803;0,074;7,938;38,259;38,259;41,871;1933,13;
20230804;0,072;7,879;38,055;38,055;41,895;1941,54;
20230807;0,07;7,871;38,018;38,018;41,846;1937,03;
20230808;0,069;7,841;38,031;38,031;41,682;1925,18;
20230809;0,068;7,825;37,952;37,952;41,652;1916,17;
20230810;0,066;7,809;37,794;37,794;41,536;1914,92;
20230811;0,066;7,827;37,883;37,883;41,482;1912,94;
20230814;0,064;7,85;38,152;38,152;41,601;1908,02;
20230815;0,06;7,804;38,007;38,007;41,443;1902,59;
20230816;0,057;7,739;37,845;37,845;41,168;1894,61;
20230817;0,055;7,731;37,729;37,729;40,966;1886,61;
20230818;0,057;7,754;37,839;37,839;41,158;1887,97;
20230821;0,059;7,781;37,815;37,815;41,215;1894,91;
20230822;0,059;7,8;37,83;37,83;41,049;1897,03;
20230823;0,059;7,775;37,709;37,709;40,944;1916,82;
20230824;0,059;7,851;37,686;37,686;40,731;1917,06;
20230828;0,055;7,821;37,696;37,696;40,753;1919,68;
20230829;0,054;7,84;37,788;37,788;41,079;1936,75;
20230830;0,054;7,834;37,682;37,682;41,16;1943,72;
20230831;0,055;7,783;37,592;37,592;40,776;1941,09;
20230901;0,055;7,8;37,676;37,676;40,607;1940,88;
20230904;0,056;7,833;37,754;37,754;40,755;1937,64;
20230905;0,057;7,826;37,876;37,876;40,611;1925,96;
20230906;0,057;7,808;37,87;37,87;40,619;1917,38;
20230907;0,058;7,872;38,02;38,02;40,666;1920,48;
20230908;0,059;7,941;38,117;38,117;40,778;1918,42;
20230911;0,059;7,915;38,069;38,069;40,905;1921,7;
20230912;0,058;7,952;38,251;38,251;41,051;1913,28;
20230913;0,057;7,959;38,281;38,281;41,079;1909,08;
20230914;0,057;7,981;38,149;38,149;40,575;1908,52;
20230915;0,059;7,961;38,054;38,054;40,569;1924,06;
20230918;0,059;8,01;38,127;38,127;40,712;1931,51;
20230919;0,059;8,011;38,13;38,13;40,711;1930,91;
20230920;0,059;7,978;38,053;38,053;40,667;1940,32;
20230921;0,059;7,993;38,205;38,205;40,73;1919,8;
20230922;0,059;7,974;38,115;38,115;40,585;1924,73;
20230925;0,057;8,008;38,277;38,277;40,524;1915,67;
20230926;0,057;8,009;38,285;38,285;40,452;1899,74;
20230927;0,055;8,01;38,447;38,447;40,4;1876,38;
20230928;0,055;8,072;38,746;38,746;40,893;1865,55;
20230929;0,053;8,033;38,556;38,556;40,785;1848,69;
20231002;0,053;8,067;38,721;38,721;40,626;1829,87;
20231003;0,054;8,137;39,141;39,141;40,992;1823,9;
20231004;0,053;8,172;39,388;39,388;41,369;1817,4;
20231005;0,052;8,14;39,397;39,397;41,564;1820,38;
20231006;0,05;8,164;39,596;39,596;41,936;1831,67;
20231009;0,048;8,252;39,857;39,857;42,113;1857,29;
20231010;0,047;8,275;39,967;39,967;42,357;1859,31;
20231011;0,046;8,226;39,733;39,733;42,149;1872,8;
20231012;0,046;8,272;39,953;39,953;42,063;1868,57;
20231013;0,047;8,269;39,94;39,94;41,981;1928,27;
20231017;0,047;8,26;39,894;39,894;42,168;1922,26;
20231018;0,047;8,258;39,885;39,885;42,023;1951,08;
20231019;0,047;8,255;39,872;39,872;42,189;1973,59;
20231020;0,048;8,235;39,942;39,942;42,311;1979,44;
20231023;0,047;8,244;39,818;39,818;42,502;1977,67;
20231024;0,045;8,216;39,848;39,848;42,195;1973,3;
20231025;0,045;8,224;39,885;39,885;42,143;1981,32;
20231026;0,046;8,239;39,959;39,959;42,197;1986,11;
20231027;0,047;8,198;39,923;39,923;42,191;2005,24;
20231030;0,046;8,238;39,952;39,952;42,425;1998,08;
20231031;0,047;8,208;39,974;39,974;42,297;1984,35;
20231101;0,047;8,217;40,019;40,019;42,192;1974,83;
20231103;0,048;8,262;39,821;39,821;42,752;1994,74;
20231106;0,048;8,284;39,927;39,927;42,866;1981,4;
20231107;0,048;8,316;39,918;39,918;42,708;1969,43;
20231108;0,049;8,32;39,935;39,935;42,762;1951,58;
20231109;0,049;8,307;39,875;39,875;42,626;1961,85;
20231110;0,049;8,293;39,807;39,807;42,518;1935,37;
20231113;0,048;8,33;39,982;39,982;42,785;1947,82;
20231114;0,048;8,311;39,893;39,893;43,368;1962,63;
20231115;0,047;8,271;39,699;39,699;43,058;1960,61;
